uniprot_disease_accession	attribute	value
DI-00018	MedGen_id	 C1856419.
DI-00018	MedGen_id	 C2931084.
DI-00018	MeSH_id	 D000309.
DI-01165	canonical	Acheiropody.
DI-01165	definition	Very rare condition characterized by bilateral congenital amputations of the hands and feet. The specific malformative phenotype consists of a complete amputation of the distal epiphysis of the humerus, amputation of the tibial diaphysis and aplasia of the radius, ulna, fibula and of all the bones of the hands and feet.
DI-01165	synonym	Acheiropodia.
DI-01165	synonym	Acheiropody Brazilian type.
DI-01165	MIM_id	 200500
DI-01165	acronym	ACHP.
DI-01165	MedGen_id	 C0265559.
DI-01165	MeSH_id	 D005532.
DI-01165	MeSH_id	 D006228.
DI-02719	canonical	Achondrogenesis 1A.
DI-02719	definition	A form of achondrogenesis type 1, a lethal form of chondrodysplasia characterized by deficient ossification in the lumbar vertebrae and absent ossification in the sacral, pubic and ischial bones and clinically by stillbirth or early death. In addition to severe micromelia, there is a disproportionately large cranium due to marked edema of soft tissues.
DI-02719	synonym	ACG-IA.
DI-02719	synonym	Achondrogenesis Houston-Harris type.
DI-02719	synonym	Achondrogenesis type IA.
DI-02719	keyword	KW-0242:Dwarfism.
DI-02719	MIM_id	 200600
DI-02719	acronym	ACG1A.
DI-02719	MedGen_id	 C0265273.
DI-02719	MeSH_id	 D010009.
DI-00019	canonical	Achondrogenesis 1B.
DI-00019	definition	A form of achondrogenesis type 1, a lethal form of chondrodysplasia characterized by deficient ossification in the lumbar vertebrae and absent ossification in the sacral, pubic and ischial bones and clinically by stillbirth or early death. In addition to severe micromelia, there is a disproportionately large cranium due to marked edema of soft tissues.
DI-00019	synonym	ACG-IB.
DI-00019	synonym	Achondrogenesis Fraccaro type.
DI-00019	synonym	Achondrogenesis type IB.
DI-00019	synonym	Fraccaro achondrogenesis.
DI-00019	keyword	KW-0242:Dwarfism.
DI-00019	MIM_id	 600972
DI-00019	acronym	ACG1B.
DI-00019	MedGen_id	 C0265274.
DI-00019	MeSH_id	 D010009.
DI-00020	canonical	Achondrogenesis 2.
DI-00020	definition	A disease characterized by the absence of ossification in the vertebral column, sacrum and pubic bones.
DI-00020	synonym	ACG-II.
DI-00020	synonym	Achondrogenesis Langer-Saldino type.
DI-00020	synonym	Achondrogenesis type II.
DI-00020	synonym	Achondrogenesis-hypochondrogenesis type II.
DI-00020	keyword	KW-0242:Dwarfism.
DI-00020	MIM_id	 200610
DI-00020	acronym	ACG2.
DI-00020	MedGen_id	 C0220685.
DI-00020	MedGen_id	 C0542428.
DI-00020	MeSH_id	 D010009.
DI-00021	canonical	Achondroplasia.
DI-00021	definition	A frequent form of short-limb dwarfism. It is characterized by a long, narrow trunk, short extremities, particularly in the proximal (rhizomelic) segments, a large head with frontal bossing, hypoplasia of the midface and a trident configuration of the hands.
DI-00021	keyword	KW-0242:Dwarfism.
DI-00021	MIM_id	 100800
DI-00021	acronym	ACH.
DI-00021	MedGen_id	 C0001080.
DI-00021	MeSH_id	 D000130.
DI-04490	canonical	Achondroplasia, severe, with developmental delay and acanthosis nigricans.
DI-04490	definition	A severe form of achondroplasia associated with developmental delay and acanthosis nigricans. Patients manifest short-limb dwarfism, with a long, narrow trunk, short extremities, particularly in the proximal (rhizomelic) segments, a large head with frontal bossing, hypoplasia of the midface and a trident configuration of the hands. Acanthosis nigricans is a skin condition characterized by brown-pigmented, velvety verrucosities in body folds and creases.
DI-04490	synonym	SADDAN dysplasia.
DI-04490	keyword	KW-0242:Dwarfism.
DI-04490	MIM_id	 616482
DI-04490	acronym	SADDAN.
DI-04490	MedGen_id	 CN231689.
DI-04490	MeSH_id	 D000130.
DI-00022	canonical	Achromatopsia 2.
DI-00022	definition	An ocular stationary disorder due to the absence of functioning cone photoreceptors in the retina. It is characterized by total colorblindness, low visual acuity, photophobia and nystagmus.
DI-00022	synonym	Complete achromatopsia.
DI-00022	synonym	RMCH2.
DI-00022	synonym	Rod monochromacy 2.
DI-00022	synonym	Rod monochromatism 2.
DI-00022	synonym	Total colorblindness.
DI-00022	MIM_id	 216900
DI-00022	acronym	ACHM2.
DI-00022	MedGen_id	 C1857618.
DI-00022	MeSH_id	 D003117.
DI-00023	canonical	Achromatopsia 3.
DI-00023	definition	An ocular stationary disorder due to the absence of functioning cone photoreceptors in the retina. It is characterized by total colorblindness, low visual acuity, photophobia and nystagmus. Achromatopsia type 3 patients manifest severe myopia.
DI-00023	synonym	Achromatopsia with myopia.
DI-00023	synonym	Pingelapese blindness.
DI-00023	synonym	Total colorblindness with myopia.
DI-00023	MIM_id	 262300
DI-00023	acronym	ACHM3.
DI-00023	MedGen_id	 C1849792.
DI-00023	MeSH_id	 D003117.
DI-01166	canonical	Achromatopsia 4.
DI-01166	definition	An ocular stationary disorder due to the absence of functioning cone photoreceptors in the retina. It is characterized by total colorblindness, low visual acuity, photophobia and nystagmus.
DI-01166	MIM_id	 613856
DI-01166	acronym	ACHM4.
DI-01166	MedGen_id	 C1841721.
DI-01166	MeSH_id	 D003117.
DI-04499	canonical	Achromatopsia 7.
DI-04499	definition	A form of achromatopsia, an ocular stationary disorder due to the absence of functioning cone photoreceptors in the retina. It is characterized by total colorblindness, low visual acuity, photophobia and nystagmus.
DI-04499	MIM_id	 616517
DI-04499	acronym	ACHM7.
DI-04499	MedGen_id	 CN230068.
DI-04499	MeSH_id	 D003117.
DI-04198	canonical	Acid-labile subunit deficiency.
DI-04198	definition	A disorder characterized by severely reduced serum IGF-I and IGFBP-3 concentrations and mild growth retardation. Pubertal delay in boys and insulin insensitivity are common findings.
DI-04198	MIM_id	 615961
DI-04198	acronym	ACLSD.
DI-04198	MedGen_id	 CN069120.
DI-04198	MeSH_id	 D006130.
DI-02995	canonical	Acne inversa, familial, 1.
DI-02995	definition	A chronic relapsing inflammatory disease of the hair follicles characterized by recurrent draining sinuses, painful skin abscesses, and disfiguring scars. Manifestations typically appear after puberty.
DI-02995	synonym	Acne inversa familial.
DI-02995	synonym	Hidradenitis suppurativa familial.
DI-02995	MIM_id	 142690
DI-02995	acronym	ACNINV1.
DI-02995	MedGen_id	 C1840560.
DI-02995	MeSH_id	 D017497.
DI-02996	canonical	Acne inversa, familial, 2.
DI-02996	definition	A chronic relapsing inflammatory disease of the hair follicles characterized by recurrent draining sinuses, painful skin abscesses, and disfiguring scars. Manifestations typically appear after puberty.
DI-02996	synonym	Acne inversa familial.
DI-02996	synonym	Hidradenitis suppurativa familial.
DI-02996	MIM_id	 613736
DI-02996	acronym	ACNINV2.
DI-02996	MedGen_id	 C3151037.
DI-02996	MeSH_id	 D017497.
DI-02997	canonical	Acne inversa, familial, 3.
DI-02997	definition	A chronic relapsing inflammatory disease of the hair follicles characterized by recurrent draining sinuses, painful skin abscesses, and disfiguring scars. Manifestations typically appear after puberty.
DI-02997	synonym	Acne inversa familial.
DI-02997	synonym	Hidradenitis suppurativa familial.
DI-02997	MIM_id	 613737
DI-02997	acronym	ACNINV3.
DI-02997	MedGen_id	 C3151038.
DI-02997	MeSH_id	 D017497.
DI-00028	canonical	Acro-dermato-ungual-lacrimal-tooth syndrome.
DI-00028	definition	A form of ectodermal dysplasia. Ectodermal dysplasia defines a heterogeneous group of disorders due to abnormal development of two or more ectodermal structures. ADULT syndrome involves ectrodactyly, syndactyly, finger- and toenail dysplasia, hypoplastic breasts and nipples, intensive freckling, lacrimal duct atresia, frontal alopecia, primary hypodontia and loss of permanent teeth. ADULT syndrome differs significantly from EEC3 syndrome by the absence of facial clefting.
DI-00028	keyword	KW-0038:Ectodermal dysplasia.
DI-00028	MIM_id	 103285
DI-00028	acronym	ADULT syndrome.
DI-00028	MedGen_id	 C1863204.
DI-00028	MeSH_id	 D004476.
DI-00025	canonical	Acrocallosal syndrome.
DI-00025	definition	A syndrome characterized by hypogenesis or agenesis of the corpus callosum. Clinical features include postaxial polydactyly, hallux duplication, macrocephaly, craniofacial abnormalities, severe developmental delay and mental retardation.
DI-00025	synonym	Hallux duplication postaxial polydactyly and absence of corpus callosum.
DI-00025	synonym	Schinzel acrocallosal syndrome.
DI-00025	keyword	KW-1186:Ciliopathy.
DI-00025	MIM_id	 200990
DI-00025	acronym	ACLS.
DI-00025	MedGen_id	 C0796147.
DI-00025	MedGen_id	 C2931760.
DI-00025	MeSH_id	 D055673.
DI-00026	canonical	Acrocapitofemoral dysplasia.
DI-00026	definition	A disorder characterized by short stature of variable severity with postnatal onset. The most constant radiographic abnormalities are observed in the tubular bones of the hands and in the proximal part of the femur. Cone-shaped epiphyses or a similar epiphyseal configuration with premature epimetaphyseal fusion result in shortening of the skeletal components involved. Cone-shaped epiphyses are also present to a variable extent at the shoulders, knees and ankles.
DI-00026	MIM_id	 607778
DI-00026	acronym	ACFD.
DI-00026	MedGen_id	 C1843096.
DI-00026	MeSH_id	 D001848.
DI-00026	MeSH_id	 D017880.
DI-00027	canonical	Acrodermatitis enteropathica, zinc-deficiency type.
DI-00027	definition	A rare autosomal recessive disease caused by the inability to absorb sufficient zinc. The clinical features are growth retardation, immune- system dysfunction, alopecia, severe dermatitis, diarrhea and occasionally mental disorders.
DI-00027	MIM_id	 201100
DI-00027	acronym	AEZ.
DI-00027	MedGen_id	 C0221036.
DI-00027	MeSH_id	 D000169.
DI-03459	canonical	Acrodysostosis 1, with or without hormone resistance.
DI-03459	definition	A form of skeletal dysplasia characterized by short stature, severe brachydactyly, facial dysostosis, and nasal hypoplasia. Affected individuals often have advanced bone age and obesity. Laboratory studies show resistance to multiple hormones, including parathyroid, thyrotropin, calcitonin, growth hormone-releasing hormone, and gonadotropin. However, not all patients show endocrine abnormalities.
DI-03459	synonym	ADOHR.
DI-03459	synonym	Arkless-Graham syndrome.
DI-03459	synonym	Maroteaux-Malamut syndrome.
DI-03459	MIM_id	 101800
DI-03459	acronym	ACRDYS1.
DI-03459	MedGen_id	 C0220659.
DI-03459	MedGen_id	 C3276228.
DI-03459	MeSH_id	 D004413.
DI-03460	canonical	Acrodysostosis 2, with or without hormone resistance.
DI-03460	definition	A pleiotropic disorder characterized by skeletal, endocrine, and neurological abnormalities. Skeletal features include brachycephaly, midface hypoplasia with a small upturned nose, brachydactyly, and lumbar spinal stenosis. Endocrine abnormalities include hypothyroidism and hypogonadism in males and irregular menses in females. Developmental disability is a common finding but is variable in severity and can be associated with significant behavioral problems.
DI-03460	MIM_id	 614613
DI-03460	acronym	ACRDYS2.
DI-03460	MedGen_id	 C3553250.
DI-03460	MedGen_id	 CN124736.
DI-03460	MeSH_id	 D004413.
DI-03474	canonical	Acrofacial dysostosis 1, Nager type.
DI-03474	definition	A form of acrofacial dysostosis, a group of disorders which are characterized by malformation of the craniofacial skeleton and the limbs. The major facial features of AFD1 include downslanted palpebral fissures, midface retrusion, and micrognathia, the latter of which often requires the placement of a tracheostomy in early childhood. Limb defects typically involve the anterior (radial) elements of the upper limbs and manifest as small or absent thumbs, triphalangeal thumbs, radial hyoplasia or aplasia, and radioulnar synostosis. Phocomelia of the upper limbs and, occasionally, lower-limb defects have also been reported.
DI-03474	synonym	AFD Nager type.
DI-03474	synonym	Mandibulofacial dysostosis Treacher Collins type with limb anomalies.
DI-03474	synonym	Nager acrofacial dysostosis.
DI-03474	synonym	Nager syndrome.
DI-03474	MIM_id	 154400
DI-03474	acronym	AFD1.
DI-03474	MedGen_id	 C0265245.
DI-03474	MeSH_id	 D008342.
DI-04483	canonical	Acrofacial dysostosis, Cincinnati type.
DI-04483	definition	A form of acrofacial dysostosis, a group of disorders which are characterized by malformation of the craniofacial skeleton and, in some patients, the limbs.
DI-04483	MIM_id	 616462
DI-04483	acronym	AFDCIN.
DI-04483	MedGen_id	 CN231445.
DI-04483	MeSH_id	 D008342.
DI-00029	canonical	Acrofacial dysostosis, Weyers type.
DI-00029	definition	An autosomal dominant condition characterized by dysplastic nails, postaxial polydactyly, dental anomalies, short limbs, short stature and normal intelligence. The phenotype is milder than Ellis-van Creveld syndrome.
DI-00029	synonym	Acrodental dysostosis of Weyers.
DI-00029	synonym	Curry-Hall syndrome.
DI-00029	synonym	Weyers acrofacial dysostosis.
DI-00029	MIM_id	 193530
DI-00029	acronym	WAD.
DI-00029	MedGen_id	 C0457013.
DI-00029	MeSH_id	 D004413.
DI-00030	canonical	Acrokeratosis verruciformis.
DI-00030	definition	A localized disorder of keratinization, which is inherited as an autosomal dominant trait. Its onset is early in life with multiple flat-topped, flesh-colored papules on the hands and feet, punctate keratoses on the palms and soles, with varying degrees of nail involvement. The histopathology shows a distinctive pattern of epidermal features with hyperkeratosis, hypergranulosis and acanthosis together with papillomatosis. These changes are frequently associated with circumscribed elevations of the epidermis that are said to resemble church spires. There are no features of dyskeratosis or acantholysis, the typical findings in lesions of Darier disease.
DI-00030	synonym	Hopf disease.
DI-00030	MIM_id	 101900
DI-00030	acronym	AKV.
DI-00030	MedGen_id	 C0265971.
DI-00030	MeSH_id	 D007642.
DI-04203	canonical	Acromelic frontonasal dysostosis.
DI-04203	definition	A rare variant form of frontonasal dysplasia, an array of abnormalities affecting the eyes, forehead and nose and linked to midfacial dysraphia. The clinical picture is highly variable. Major findings include true ocular hypertelorism, broadening of the nasal root, median facial cleft affecting the nose and/or upper lip and palate, unilateral or bilateral clefting of the alae nasi, lack of formation of the nasal tip, anterior cranium bifidum occultum, a V- shaped or widow's peak frontal hairline. AFND is characterized by the association of frontonasal malformations with various combinations of polydactyly, tibial hypoplasia, epibulbar dermoid, encephalocoele, corpus callosum agenesis and Dandy-Walker malformation.
DI-04203	MIM_id	 603671
DI-04203	acronym	AFND.
DI-04203	MedGen_id	 C1863616.
DI-04203	MeSH_id	 D000013.
DI-00031	canonical	Acromesomelic chondrodysplasia, Grebe type.
DI-00031	definition	An autosomal recessive acromesomelic chondrodysplasia. Acromesomelic chondrodysplasias are rare hereditary skeletal disorders characterized by short stature, very short limbs and hand/foot malformations. The severity of limb abnormalities increases from proximal to distal with profoundly affected hands and feet showing brachydactyly and/or rudimentary fingers (knob-like fingers). AMDG is characterized by normal axial skeletons and missing or fused skeletal elements within the hands and feet.
DI-00031	keyword	KW-0242:Dwarfism.
DI-00031	MIM_id	 200700
DI-00031	acronym	AMDG.
DI-00031	MedGen_id	 C0265260.
DI-00031	MeSH_id	 D004392.
DI-00032	canonical	Acromesomelic chondrodysplasia, Hunter-Thompson type.
DI-00032	definition	An autosomal recessive form of dwarfism. Patients have limb abnormalities, with the middle and distal segments being most affected and the lower limbs more affected than the upper. AMDH is characterized by normal axial skeletons and missing or fused skeletal elements within the hands and feet.
DI-00032	keyword	KW-0242:Dwarfism.
DI-00032	MIM_id	 201250
DI-00032	acronym	AMDH.
DI-00032	MedGen_id	 CN028907.
DI-00032	MeSH_id	 D004392.
DI-00033	canonical	Acromesomelic dysplasia, Demirhan type.
DI-00033	definition	A form of chondrodysplasia. Acromesomelic chondrodysplasias are rare hereditary skeletal disorders characterized by short stature, very short limbs and hand/foot malformations. The severity of limb abnormalities increases from proximal to distal with profoundly affected hands and feet showing brachydactyly and/or rudimentary fingers (knob-like fingers).
DI-00033	synonym	Acromesomelic chondrodysplasia, with genital anomalies.
